DATASET | RAW PREDICTION | CLEANED PREDICTION
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nThe passage states that Robert J. Marks II is a polymath electrical engineer. The answer correctly repeats this information from the passage. | PASS
HaluEval |  FAIL\n\nThe passage states that the accident occurred on April 28, 1988. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Michael Essien was born in 1982. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Pyotr Ilyich Tchaikovsky was born in 1840. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  The passage states that the star of "Beau James," Bob Hope, hosted the Academy Awards show nineteen times. The proposed answer is not specific enough to be considered a factual answer, as it does not mention a specific number of times the star hosted the show. Therefore, the answer FAILS to meet the evaluation rules. | FAIL
HaluEval |  FAIL\n\nThe passage states that Stanley Baldwin died in 1947. The answer is incorrect. | FAIL
HaluEval |  PASS\n\nThe passage states that Mick Woodmansey was the drummer for the recording of "The Man Who Sold the World" with Bowie's band. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nMarty Riessen did play tennis professionally, as stated in the passage. Rennae Stubbs also played tennis professionally, but this information was not explicitly stated in the passage, but it is common knowledge that she did. Therefore, the answer is supported by the passage even if it is not explicitly stated. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL. The passage states that Kristy Cates played Ms. Bassett in "Finding Neverland." The answer introduces incorrect information. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nExplanation:\nThe passage states that Vincenzo Bellini is an Italian opera composer, and Mikhail Glinka is a Russian composer. The answer correctly reflects the information in the passage. | PASS
HaluEval |  FAIL\n\nThe passage does not mention the year Richard Bluff worked with Tom Hanks and Halle Berry. | FAIL
HaluEval |  FAIL\n\nThe passage states that the Wars of the Roses lasted from 1455 to 1487, but it does not explicitly mention that Henry Beaufort was an important Lancastrian military commander during the three decades of the war. | FAIL
HaluEval |  FAIL\n\nThe passage mentions "A Moment to Remember" as one of Lee Jae-han's box office successes, but it does not provide the title of the film based on "Pure Soul." | FAIL
HaluEval |  FAIL\n\nThe answer does not match the facts presented in the passage. The passage states that Armchair General is published bimonthly by Weider History Group, but it does not mention anything about Nintendo Power being published bimonthly or by Weider History Group. | FAIL
HaluEval |  FAIL\n\nThe passage mentions that Uri Singer produced "Experimenter" with Peter Sarsgaard and Winona Ryder, but it does not mention that the actress who played Lydia Deetz in "Beetlejuice" (which is Winona Ryder) was in that film. Therefore, the answer is not factually supported by the passage. | FAIL
HaluEval |  PASS\n\nExplanation:\nThe passage states that James Best acted in a television series "The Dukes of Hazzard" alongside John Richard Schneider. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  PASS\n\nThe passage states that ITC Sangeet Research Academy is located in Kolkata, and the answer correctly identifies Kolkata as the location of the academy and also mentions Girija Devi's birthdate and her association with the academy, all of which are facts supported by the passage. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nThe passage mentions that Michael Paul Sorrentino, also known as The Situation, starred in "The Fantasticks," "Brooklyn Crush," and "Jersey Shoresical" Off-Broadway. The answer correctly identifies the MTV reality show associated with "Jersey Shoresical." | PASS
HaluEval |  FAIL\n\nThe passage mentions that Clarence Clemons of the E Street Band plays the sax solo on "Gone with the Wind" and that the E Street Band was inducted into the Rock and Roll Hall of Fame in 2014. The answer, however, states that a musician from Great White plays the sax solo on "Gone with the Wind" and that the band was inducted in 2013. These statements are not supported by the passage and contradict it, so the answer fails the evaluation rules. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that the Lehigh Canal is in Eastern Pennsylvania and the Gowanus Canal is in the New York City borough of Brooklyn, which is in the state of New York. Therefore, the answer is not factually supported by the passage. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS\n\n(The passage states that Tony Randall was born Aryeh (Arthur) Leonard Rosenberg, which is a Jewish name.) | PASS
HaluEval |  PASS\n\nThe passage states that the artist was performing a residency show at the Paris Las Vegas hotel, which is located in Las Vegas, Nevada. The answer correctly identifies the city based on the information provided in the passage. | PASS
HaluEval |  FAIL\n\nThe passage states that The Seldom Scene is the bluegrass band that appeared on Blue Ridge with Jonathan Edwards. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage does not mention Robert E. Lee living at the Beauvoir estate. | FAIL
HaluEval |  FAIL\n\nThe passage mentions that the pro-slavery groups were called "Border Ruffians" not "Border Raiders". | FAIL
HaluEval |  PASS\n\nExplanation:\nThe passage mentions that U2 is a rock band, and the question asks for a commonality between U2's discography and the song "Sunday Bloody Sunday." The proposed answer correctly identifies that both are associated with rock music. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nThe passage states that Dorothy Hamill was born in 1956. The question asks for the year of birth of the woman who won the ladies' title at the 1972 Prague Skate event, and the answer provided is consistent with the information in the passage. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that "The Strain is an American horror drama television series that premiered on FX on July 13, 2014." Therefore, the answer is not factually supported by the passage. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nLi Na won 2 Grand Slam singles titles according to the passage. Larisa Neiland is not mentioned as having won any Grand Slam singles titles in the passage. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\n(Note: The answer provided by the user is correct and is fully supported by the passage.) | PASS
HaluEval |  FAIL\n\nThe passage mentions Storm Thorgerson designing the artwork booklet for Pink Floyd's compilation box set, but it does not specify which Pink Floyd box set it is for or mention "The Wall." | FAIL
HaluEval |  PASS\n\nThe passage states that Madeline Rees George was a teacher in South Australia and the headmistress of Adelaide Girls' High School. Adelaide High School is identified as the first government highschool in South Australia in the passage. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  FAIL\n\nPaul Newman voiced Doc Hudson in the "Cars" series, not Carl. | FAIL
HaluEval |  FAIL\n\nThe passage states that the first Chez Ntemba nightclub was founded in Lusaka, which is the capital and largest city of Zambia. The answer, however, introduces the incorrect country, South Africa. | FAIL
HaluEval |  FAIL\n\nThe passage states that Barbara Frittoli made her Metropolitan Opera debut in the opera "Carmen" by Georges Bizet. The answer provided is incorrect as it states that she made her debut in an opera by Mozart. | FAIL
HaluEval |  PASS\n\nThe passage states that Diocletian is from Auckland, which is a city in New Zealand's North Island. The answer correctly identifies that Diocletian is from New Zealand and does not introduce any unsupported or fabricated information. | PASS
HaluEval |  FAIL\n\nThe passage states that Dahlonega is the county seat of Lumpkin County and the home of the Lumpkin County School District. Therefore, the answer is not factually supported by the passage. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage does not provide information about the location of Seth or Stephen Curry's teams in relation to New Orleans. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nMichael J. Behe is the American biochemist who is famous for writing "The Edge of Evolution." | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nDickie Peterson was a bassist, not a guitarist. The passage states that he was best known as the bassist for Blue Cheer. | FAIL
HaluEval |  PASS\n\nExplanation:\nThe passage states that Sharon Janny den Adel was born on July 12, 1974, and Ezra Michael Koenig was born on April 8, 1984. The answer correctly identifies Sharon den Adel as the person born first based on the information provided in the passage. | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage does not provide enough information to support the answer that both shows are adventure shows. While it is true that Buried Treasure is an appraisal series about buried treasure, and adventure can be a component of that genre, the passage does not explicitly label it as an adventure show. Similarly, Pawn Stars is an appraisal series about pawn items, and while there may be elements of adventure in some episodes, the passage does not label it as an adventure show either. Therefore, the answer introduces unsupported information. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that "I Hope You Dance" was released by Lee Ann Womack and "Call Me Crazy" was also released by her. | FAIL
HaluEval |  FAIL\n\nThe passage states that "The Little Mermaid" is a 1989 film. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nQuestion:\nWhich court case, Gonzales v. Carhart or Lawrence v. Texas, made same-sex sexual activity legal in every U.S. state and territory?\n\nAnswer:\nLawrence v. Texas\n\nPASS\n\nQuestion:\nWhich court case, Gonzales v. Carhart or Lawrence v. Texas, upheld a law banning a specific medical procedure?\n\nAnswer:\nGonzales v. Carhart\n\nPASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that both films were produced by Walt Disney Productions. | FAIL
HaluEval |  PASS\n\nThe passage mentions that "Blackway" stars Ray Liotta and one of the stars of "10 Things I Hate About You," which is Julia Stiles. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  PASS\n\nThe passage states that Gasland was written and directed by Josh Fox in 2010, while The Truth According to Wikipedia was screened at The Next Web conference in 2008 and broadcast on Nederland 2 in 2008. Therefore, Gasland was produced later. However, the answer correctly states that Gasland came out before The Truth According to Wikipedia, but this is because the release year of Gasland (2010) is earlier than the production year of The Truth According to Wikipedia (2008). The answer is factually supported by the passage. | PASS
HaluEval |  PASS\n\nExplanation:\nThe passage states that the LNW-80 is a computer and the Amstrad PCW is a range of personal computers. Therefore, the answer is fully supported by the passage. | PASS
HaluEval |  PASS\n\nThe passage states that the song was written by Ottokar Kernstock, so the answer is factually supported by the passage. | PASS
HaluEval |  FAIL\n\nThe passage mentions H.H. Holmes as the serial killer on which the novel is based, but the answer incorrectly states that the novel is based on Jack the Ripper. | FAIL
HaluEval |  FAIL\n\nThe passage mentions Buenos Aires, Argentina as the destination port for the Hamburg Südamerikanische Dampfschifffahrtsgesellschaft (Hamburg South America Steamship Company) route. Therefore, the answer introducing Brazil as the destination country is not factually supported by the passage. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Mildenhall is 4.7 miles north-east of the 48th Operations Group. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Tommy Duncan, not Bob Wills, was the western swing musician known as the "king of western swing" and helped write the song "Time Changes Everything". | FAIL
HaluEval |  FAIL\n\nThe passage states that Sir C.V. Raman is the uncle of Subrahmanyan Chandrasekhar. | FAIL
HaluEval |  FAIL\n\nThe passage mentions "August's Rhapsody" as the name of the instrumental composition that concludes the film. | FAIL
HaluEval |  PASS\n\nExplanation:\nThe passage states that Kim Dong-jun was born on February 11, 1992, and Fee Waybill was born on September 17, 1950. Therefore, Fee Waybill is older than Kim Dong-jun. The answer is fully supported by the passage. | PASS
HaluEval |  PASS\n\nThe passage states that Ernst Wilhelm Hengstenberg was from Dortmund, which is located in North Rhine-Westphalia. | PASS
HaluEval |  PASS\n\nThe passage states that Broken Bells is an indie rock band and Cast is an English rock band. The answer correctly identifies both as rock bands. The additional information about Cast having a more bluesy style is not contradictory to the passage. | PASS
HaluEval |  There is no information in the passage that supports the statement that Jake Kasdan is also a music video director, beyond what is stated in the question. Therefore, the answer FAILS to be factually supported by the passage. | FAIL
HaluEval |  FAIL\n\nThe passage mentions that Wes Kittley has coached Sally Kipyego and Kennedy Kithuka, but it does not specify which athlete was coached by him in the context of the question. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that "The F Word" is a romantic comedy film. The answer introduces the genre as action, which is not supported by the passage. | FAIL
HaluEval |  PASS\n\nThe passage states that Nikolai Trubetzkoy was a Russian linguist who was a member of the Kazan School. | PASS
HaluEval |  FAIL. The passage states that Emma Matthews is a lyric coloratura soprano. The answer incorrectly states that she is a coloratura soprano without the "lyric" qualifier. While a coloratura soprano is a type of soprano, the passage specifically identifies Emma Matthews as a lyric coloratura soprano. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Maggie Cheung was born on September 20, 1964. The question asks for the birthdate of a different person, Bonnie Bo. The answer provided is the birthdate of Maggie Cheung, not Bonnie Bo. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage mentions "Juno" as the movie starring Ellen Page that was directed by Jason Reitman and written by Diablo Cody, and premiered at the 2007 Toronto International Film Festival. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage does not provide enough information to determine who is older between Alexander Razborov and Pyotr Novikov. The passage only states their names, birthplaces, and birth years. Pyotr Novikov was born in 1901, and Alexander Razborov was born in 1963. Therefore, Pyotr Novikov is older than Alexander Razborov. The proposed answer is incorrect. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that South Korea will make its debut at the World Championship. The answer contradicts this information. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nThe passage states that Harry's nemesis in the Half-Blood Prince is Lord Voldemort. | PASS
HaluEval |  FAIL\n\nThe passage states that "The Resistance with Keith Olbermann" is a political webshow on "GQ." It does not mention that it is only available online. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nAnswer is fully supported by the passage as it correctly identifies both individuals as Grammy winning American musicians of Armenian descent. | PASS
HaluEval |  FAIL\n\nThe passage states that Arthur Machen is well known for his leading role in creating the legend of the Angels of Mons, a popular legend about a group of angels who supposedly protected members of the British Army. The answer introduces information not present in the passage by stating that the legend was about the French Army. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage mentions Ted Bank as the coach of the Idaho Vandals football team in 1937. | FAIL
HaluEval |  FAIL\n\nThe passage mentions brown bears (Ursus arctos) but does not mention grizzly bears. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Osage County was created in 1907. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that "Antique Bakery" is published in Japan by Shinshokan. The proposed answer incorrectly states that it is published by Shonen Jump. | FAIL
HaluEval |  FAIL. The passage states that the 357th Fighter Squadron operates Fairchild Republic A-10 Thunderbolt II aircraft. | FAIL
HaluEval |  FAIL\n\nThe passage states that John Quincy Adams was a notable Congressman from Massachusetts and that he was also a President. The answer incorrectly states that he was a notable Congressman but never served as President. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Draper was the football coach and men's basketball coach at the University of Texas, but it does not mention anything about him becoming a baseball coach. | FAIL
HaluEval |  FAIL\n\nThe passage mentions the NATO reporting name of the Sukhoi Su-30 as "Flanker-C." | FAIL
HaluEval |  FAIL\n\nThe passage does not provide any information about Torbreck Home Units being the first high-rise and mix-use residential development in Brisbane. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that the official name of the tower is Elizabeth Tower. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nThe passage states that both Valley International Airport and Westerly State Airport are airports. The answer correctly acknowledges this fact. | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Robinho is represented by MJF Publicidade e Promoções S/C Ltda, which is managed by Robson de Souza, not Juan Figer Svirski. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that the ZIP code for the community is 32073, not 32207. | FAIL
HaluEval |  FAIL\n\nThe passage states that Romy Ruyssen headlined the first Invicta Fighting Championships event against Marloes Coenen. The proposed answer contradicts this information. | FAIL
HaluEval |  PASS\n\nThe passage states that Bhangra Empire is a San Francisco Bay Area dance team that pursues the traditional dance from the Majha area of the Punjab region, which is called Bhangra. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  The prefix "Royal" was removed, not "Empire." Therefore, the answer FAILS to accurately reflect the information in the passage. | FAIL
HaluEval |  PASS\n\nAlberto Cavalcanti and Oscar Apfel are both mentioned as film directors and producers in the passage. | PASS
HaluEval |  PASS\n\nThe answer is fully supported by the passage, as it accurately repeats the information provided about the location of Lindenhurst. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nThe passage states that Denning LJ became a King's Counsel in 1938. The answer correctly repeats this information. | PASS
HaluEval |  PASS\n\nExplanation:\nThe passage states that Reggie Yates is a British actor best known for his roles in "Doctor Who" and various shows on BBC Radio 1. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  FAIL\n\nThe passage states that the midget submarine was 12.6 meters long. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nExplanation:\nThe passage states that Hsieh Su-wei is a professional female tennis player from Taiwan and Manuela Maleeva is a Bulgarian former professional tennis player. Both individuals are tennis players, making their mutual occupation sports. The answer is fully supported by the passage. | PASS
HaluEval |  PASS\n\nThe passage states that Schweppes is sold around the world, while Lilt is only sold in the United Kingdom, Ireland, Gibraltar and the Seychelles. Therefore, Schweppes is indeed sold in more countries than Lilt. | PASS
HaluEval |  PASS\n\nThe passage states that Montreal, where Lakeshore General Hospital is located, is the second-most populous city in Canada. Quebec is the province where Montreal is located. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  FAIL\n\nThe passage states that "Darla" is episode 7 of season 2 in the television show "Angel," which is a spin-off from "Buffy the Vampire Slayer." The answer, however, incorrectly states that the episode is from the first season of "Buffy the Vampire Slayer." | FAIL
HaluEval |  FAIL\n\nThe passage states that the Lancashire Heeler is listed as a vulnerable breed by the Kennel Club (UK), but it does not mention the Glen of Imaal Terrier in relation to this status. Therefore, the answer introduces unsupported information and is not factually supported by the passage. | FAIL
HaluEval |  FAIL\n\nThe passage does not mention that the Trenton Prong is located in Antarctica. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL. The passage does not mention James Joyce. It mentions William Butler Yeats, who is correctly identified in the answer to the question, but the answer introduces unsupported information by mentioning James Joyce. | FAIL
HaluEval |  FAIL\n\nThe passage states that Rashida Jones co-wrote the teleplay for the first episode of "Black Mirror." Therefore, the answer is not factually supported by the passage. | FAIL
HaluEval |  FAIL\n\nThe passage states that the book "A New Kind of Science" was released in the year 2002. | FAIL
HaluEval |  PASS\n\nThe passage states that the Celts were an Indo-European people in Iron Age and Medieval Europe. The answer correctly reflects this information from the passage. | PASS
HaluEval |  PASS\n\n(The passage states that Charles II was king of Scotland until his deposition in 1651, but it does not state that he was deposed while Charles Lennox Duke of Richmond was still a child. Therefore, the answer is factually supported by the passage.) | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Arthropodium is in the family Asparagaceae, while Peraphyllum is in the rose family. Therefore, they are not in the same family. However, the answer goes beyond the information in the passage by stating that they are not closely related, which is not explicitly stated in the passage. | FAIL
HaluEval |  PASS\n\nThe passage states that Nottingham Forest is a professional football club in West Bridgford, England, that plays its home matches at the City Ground. The answer correctly identifies the club that James Beaumont joined and the location of its home matches. | PASS
HaluEval |  FAIL\n\nThe passage does not mention that Colin Chapman was a jazz musician. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nThe passage states that MC Ren was born in 1969 and that he is an original member of N.W.A. The answer correctly states both facts. | PASS
HaluEval |  FAIL\n\nThe passage does not mention anything about Colin Kaepernick's exceptional running skills. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nThe passage states that Nikita Katsalapov finished second at the 2016 Russian national championships in ice dancing with Victoria Sinitsina. The answer correctly identifies Nikita Katsalapov as the person who won the silver medal. | PASS
HaluEval |  FAIL\n\nThe passage states that the Tsushima Maru has been open to public tours at the USS Bowfin Submarine Museum and Park since 1981. It does not provide information about when the USS Bowfin Submarine itself opened to public tours. | FAIL
HaluEval |  PASS\n\nQuestion:\nSouthridge mall is the largest mall in the state?\n\nAnswer:\npart of the largest mall\n\nEvaluation:\nFAIL\n\nExplanation:\nThe passage states that Southridge mall is tied for the largest mall in the state with another mall, Fox River Mall. Therefore, the answer "largest mall" is factually supported by the passage. However, the answer "part of the largest mall" is not fully supported by the passage as it introduces the information that Southridge mall is only a part of the largest | PASS
HaluEval |  FAIL\n\nThe passage states that "Complicated" was released on November 12, 2010. The proposed answer is incorrect. | FAIL
HaluEval |  FAIL\n\nThe passage states that Romee Strijd was a Victoria's Secret Angel in 2015 and participated in the Victoria's Secret Fashion Show that year. | FAIL
HaluEval |  PASS\n\nThe passage states that Michael W. Smith recorded his seventeenth album, Worship Again, at the seventh-largest church in the United States. The answer correctly identifies that it is a live album recorded at the church. | PASS
HaluEval |  PASS\n\nThe passage states that both the Ox-tongue pastry and Youtiao are "deep-fried" foods. The answer "fried" is fully supported by the passage. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nThe passage states that the Oklahoma Sooners football team was defeated by the Clemson Tigers at the Russell Athletic Bowl in 2014. The answer correctly identifies the football team mentioned in the passage that was defeated by the Clemson Tigers. | PASS
HaluEval |  PASS\n\nThe passage mentions Terry Pratchett as the author of the Discworld series, which includes novels about witches, and his first novel, "The Carpet People." The answer correctly identifies Terry Pratchett as the author and mentions the Discworld series and his first novel. The answer also correctly mentions Terry Pratchett's works on werewolves, which is not the focus of the question but is mentioned in the passage. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nAnswer is factually supported by the passage as it correctly identifies the genre of each opera. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nExplanation:\nThe passage states that Hank Gathers died from cardiomyopathy. Cardiomyopathy is a type of heart disease. Therefore, the answer "Hank Gathers died from a heart attack" is supported by the passage since a heart attack is a type of cardiac event. | PASS
HaluEval |  FAIL\n\nThe passage states that Roystonea has eleven species and Dionysia has forty-nine species. Therefore, Dionysia has more species than Roystonea. The answer is incorrect, but it does not contradict the passage or introduce unsupported information. However, since the task is to determine if the answer is factually supported by the passage, and the answer is not, the answer is a fail. | FAIL
HaluEval |  PASS\n\nThe passage states that Belmont Park is located "just outside New York City limits." Therefore, the answer "New York City" is factually supported by the passage. | PASS
HaluEval |  FAIL\n\nThe passage mentions that Sanrabb is a founding member of the black/death metal band Gehenna, but it does not specifically state that Sanrabb is a founding member of the "obscure subgenre known as 'blackened death metal'" as stated in the answer. | FAIL
HaluEval |  PASS\n\nThe passage states that the album "Yankee Hotel Foxtrot" was completed in 2001, and the answer correctly identifies the year that Ken Coomer was with Wilco when the album was completed. | PASS
HaluEval |  PASS\n\nThe passage states that Edward III reigned for 50 years. William Scott presided over trials resulting from Edward III's purge of the administration. Therefore, the answer is factually supported by the passage. | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Charles Howard was a gentleman at the court of Henry VIII, not Henry XIII or Henry VIII's brother. | FAIL
HaluEval |  FAIL\n\nQuestion:\nWhich MLB organization which Lou Dials played for during his career has a current majority owner named Peter Angelos?\n\nAnswer:\nBaltimore Orioles | FAIL
HaluEval |  FAIL\n\nThe passage states that the Lakeside and Haverthwaite Railway is 3.2 mi long. The answer introduces an unsupported addition of 0.3 mi to the length of the railway. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that "That's My Mommy" was released in 1955. The proposed answer contradicts the passage by stating that it was released in 1954. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Cranium was created by Whit Alexander and Richard Tait in 1998, while Thurn and Taxis was designed by Karen and Andreas Seyfarth and published in 2006. | FAIL
HaluEval |  FAIL\n\nThe passage mentions Zale Corporation as the Delaware based retailer owned by Signet Jewelers. | FAIL
HaluEval |  FAIL\n\nThe passage does not provide enough information to determine which mine was in operation longer. The Burwash Mine operated between 1935 and an unspecified year in the future, while the Hedley Mascot Mine operated between 1936 and 1949. Without a specific end date for the Burwash Mine, it is impossible to determine which one was in operation longer based on the information given in the passage. | FAIL
HaluEval |  FAIL\n\nThe passage mentions several notable personalities that Arnold Isaacs has created gowns for, but it does not mention Bette Davis. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Texas is a Scottish pop rock band and Eagle-Eye Cherry is a Swedish musician. Therefore, the answer is not factually supported by the passage. | FAIL
HaluEval |  PASS\n\nThe answer is fully supported by the passage. The passage states that the Peace Palace Library is located in The Hague, Netherlands, and was established to support the Permanent Court of Justice. The answer repeats this information exactly. | PASS
HaluEval |  PASS\n\nThe passage states that the singer, Jessie J, was born in London. The question asks for the city of birth of the singer whose tune is used in the TV campaign for the brand No7. The answer is consistent with the information in the passage. | PASS
HaluEval |  FAIL (The question asked about the estimated wealth of the novel on which the film Blue Blood is based, but the passage only mentions the estimated wealth of Alexander Thynn, who wrote the novel. The answer incorrectly states that the novel itself has no relation to wealth.) | FAIL
HaluEval |  PASS\n\nThe passage states that "He Stopped Loving Her Today" is the artist's best known song. The answer correctly identifies this song as the one being referred to. | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that Grant Heslov directed The Men Who Stare at Goats. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nAlan Bennett was born in 1934, which is not before 1950. | FAIL
HaluEval |  FAIL\n\nThe Macau Grand Prix and the Guia Race of Macau are mentioned in the passage, but the answer incorrectly states that the Macau Grand Prix allows speeds up to 260 km/h on a 6.2km street circuit. The passage states that it is the Guia Race of Macau that allows these speeds. | FAIL
HaluEval |  FAIL\n\nThe passage mentions that the AVN Adult Entertainment Expo is held in Las Vegas, Nevada. The answer "Sin City" is a common nickname for Las Vegas, so the answer is not incorrect, but it is not a direct quote from the passage. Therefore, the answer fails because it introduces the nickname "Sin City" without explicitly stating that it is a nickname for Las Vegas in the passage. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nThe passage states that the Rector of Most Holy Trinity Seminary is from Florida. The answer correctly identifies the state where the Rector was born based on the information in the passage. | PASS
HaluEval |  FAIL\n\nThe passage states that "All Mine" is the second track and first single from Portishead's self-titled second album. The answer incorrectly states that it is from Radiohead's album. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nThe passage states that the play premiered at the Portland Stage Company. The answer correctly repeats this information from the passage. | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage mentions that Will Durant wrote a book in 1926 about philosophy and the lives and opinions of greater philosophers. It does not specifically state that the book is about the history of ancient philosophy. | FAIL
HaluEval |  PASS | PASS
HaluEval |  PASS\n\nExplanation:\nThe passage mentions that Dave Silk is a retired professional American ice hockey player. Ice hockey is a winter sport. The passage also mentions the "Miracle on Ice," which refers to a medal-round game during the men's ice hockey tournament at the 1980 Winter Olympics. Therefore, both Dave Silk and the Miracle on Ice are associated with winter sports, as stated in the answer. | PASS
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage states that John Dryden was made England's first Poet Laureate in 1668. | FAIL
HaluEval |  FAIL\n\nDonald Henley, not Glenn Frey, is the former Eagles member who released "The End of the Innocence" as a single. | FAIL
HaluEval |  FAIL\n\nThe passage states that Jacqueline Moudeina is a Chadian lawyer and human rights activist who is known for her work in attempting to bring Hissène Habré to justice. It does not state that she was the one who brought him to justice. | FAIL
HaluEval |  PASS | PASS
HaluEval |  FAIL\n\nThe passage does not mention Paul C. Donnelly or any Mexican astronaut. | FAIL
HaluEval |  PASS\n\nExplanation:\nThe passage does not explicitly state the country of Wuxi and Yongchuan District, but it is mentioned that they are both in China. Asia is the continent where China is located, so the answer is a valid inference from the information given in the passage. | PASS
